id,region,product_id,sales,date
63364,Central,292,292,2023-05-06
63365,West,115,419,2023-04-10
63366,North,173,341,2023-07-11
63367,North,453,287,2023-03-16
63368,Central,475,180,2023-10-19
63369,East,112,97,2023-07-24
63370,South,349,422,2023-01-10
63371,Central,455,397,2023-03-01
63372,North,358,284,2023-10-21
63373,Central,473,212,2023-09-23
63374,Central,174,396,2023-11-03
63375,West,257,110,2023-08-03
63376,Central,272,170,2023-10-03
63377,Central,129,444,2023-10-03
63378,Central,405,56,2023-04-14
63379,West,399,250,2023-03-20
63380,North,484,369,2023-02-01
63381,South,165,200,2023-02-05
63382,West,179,200,2023-08-15
63383,East,281,497,2023-06-01
63384,Central,135,215,2023-10-12
63385,South,184,158,2023-09-16
63386,Central,199,308,2023-01-21
63387,East,167,220,2023-03-22
63388,East,468,42,2023-06-13
63389,North,146,227,2023-06-20
63390,West,473,325,2023-09-04
63391,South,232,491,2023-03-08
63392,West,489,478,2023-01-07
63393,North,119,430,2023-11-10
63394,South,111,282,2023-04-25
63395,West,118,463,2023-11-15
63396,South,208,306,2023-08-26
63397,Central,353,221,2023-07-15
63398,North,210,360,2023-12-15
63399,North,269,30,2023-10-11
63400,West,100,16,2023-05-11
63401,West,303,357,2023-10-23
63402,West,103,34,2023-07-10
63403,Central,380,296,2023-06-03
63404,Central,313,197,2023-08-21
63405,East,273,487,2023-05-07
63406,East,359,466,2023-02-03
63407,East,138,217,2023-11-11
63408,South,392,194,2023-10-26
63409,West,133,433,2023-01-18
63410,Central,146,419,2023-10-15
63411,North,441,440,2023-07-01
63412,South,195,227,2023-01-28
63413,West,492,448,2023-03-26
63414,East,121,321,2023-10-06
63415,Central,292,379,2023-05-06
63416,Central,271,192,2023-06-15
63417,South,425,130,2023-12-03
63418,South,225,282,2023-01-07
63419,North,143,398,2023-01-06
63420,West,197,479,2023-04-17
63421,North,417,392,2023-09-08
63422,North,201,472,2023-01-06
63423,South,219,305,2023-12-18
63424,North,359,365,2023-12-05
63425,North,169,339,2023-10-05
63426,South,175,276,2023-06-15
63427,West,294,161,2023-05-11
63428,Central,117,308,2023-08-27
63429,North,369,211,2023-03-04
63430,East,317,82,2023-05-04
63431,North,359,53,2023-03-06
63432,West,456,404,2023-10-15
63433,North,249,50,2023-02-15
63434,West,459,58,2023-03-28
63435,North,110,17,2023-01-12
63436,North,221,156,2023-11-12
63437,West,190,131,2023-09-18
63438,North,414,452,2023-09-12
63439,Central,396,450,2023-12-14
63440,West,488,484,2023-09-10
63441,East,418,189,2023-10-26
63442,Central,219,213,2023-08-11
63443,East,403,153,2023-07-06
63444,East,261,261,2023-04-16
63445,South,353,86,2023-05-11
63446,West,446,172,2023-02-10
63447,North,302,40,2023-11-04
63448,South,201,211,2023-03-23
63449,Central,376,76,2023-04-25
63450,South,176,334,2023-03-23
63451,North,142,349,2023-03-03
63452,North,372,20,2023-11-16
63453,East,141,410,2023-11-13
63454,North,461,368,2023-08-26
63455,West,236,103,2023-02-03
63456,Central,198,417,2023-05-27
63457,East,483,176,2023-08-22
63458,Central,139,299,2023-06-11
63459,South,327,19,2023-06-18
63460,North,208,182,2023-03-13
63461,North,402,326,2023-07-25
63462,West,419,465,2023-04-11
63463,Central,150,201,2023-05-19
63464,North,222,177,2023-07-11
63465,West,405,30,2023-08-03
63466,East,142,396,2023-06-27
63467,Central,400,28,2023-07-04
63468,East,174,113,2023-06-14
63469,South,342,194,2023-06-10
63470,East,379,286,2023-07-05
63471,Central,361,401,2023-03-18
63472,Central,172,400,2023-01-13
63473,Central,200,133,2023-07-23
63474,North,112,315,2023-02-16
63475,West,349,121,2023-07-20
63476,Central,101,99,2023-08-22
63477,Central,455,88,2023-05-18
63478,Central,283,229,2023-01-23
63479,Central,312,365,2023-04-10
63480,Central,126,290,2023-07-27
63481,Central,230,10,2023-08-04
63482,North,462,193,2023-06-08
63483,Central,313,406,2023-08-05
63484,Central,175,472,2023-04-22
63485,South,382,401,2023-03-14
63486,Central,359,447,2023-11-12
63487,West,280,407,2023-11-01
63488,Central,305,260,2023-03-14
63489,East,448,333,2023-05-28
63490,Central,414,195,2023-03-10
63491,South,141,385,2023-04-12
63492,North,227,473,2023-05-14
63493,North,458,494,2023-01-21
63494,Central,366,102,2023-12-02
63495,East,456,94,2023-09-28
63496,South,363,134,2023-01-14
63497,North,141,83,2023-06-12
63498,South,129,440,2023-07-08
63499,East,347,180,2023-08-20
63500,West,262,62,2023-02-06
63501,South,443,38,2023-11-08
63502,North,225,282,2023-06-09
63503,Central,341,447,2023-12-11
63504,South,128,234,2023-05-05
63505,North,406,434,2023-08-02
63506,North,357,404,2023-08-28
63507,North,221,63,2023-12-18
63508,North,209,74,2023-11-26
63509,North,131,388,2023-06-12
63510,West,406,125,2023-02-12
63511,South,289,253,2023-12-21
63512,East,365,209,2023-08-18
63513,Central,217,14,2023-04-28
63514,East,184,333,2023-05-03
63515,North,105,70,2023-04-09
63516,North,273,499,2023-07-13
63517,Central,181,376,2023-06-21
63518,South,186,236,2023-01-22
63519,Central,482,126,2023-12-08
63520,North,236,37,2023-10-18
63521,East,327,253,2023-07-28
63522,Central,497,326,2023-04-23
63523,North,432,81,2023-04-09
63524,Central,292,209,2023-07-25
63525,West,448,192,2023-04-18
63526,East,479,395,2023-11-16
63527,East,380,416,2023-04-16
63528,West,432,302,2023-08-25
63529,North,121,329,2023-10-23
63530,West,188,145,2023-05-03
63531,East,154,164,2023-05-20
63532,South,125,347,2023-11-06
63533,North,268,325,2023-07-12
63534,West,493,125,2023-08-18
63535,Central,402,415,2023-08-16
63536,West,432,37,2023-02-03
63537,South,186,278,2023-08-18
63538,East,227,64,2023-05-11
63539,East,446,177,2023-06-26
63540,South,142,296,2023-07-02
63541,East,427,69,2023-01-05
63542,South,249,176,2023-01-27
63543,West,233,20,2023-05-23
63544,Central,427,287,2023-07-20
63545,West,409,128,2023-07-01
63546,North,286,183,2023-03-24
63547,East,458,341,2023-04-27
63548,East,314,272,2023-11-18
63549,West,215,144,2023-11-25
63550,West,449,121,2023-04-09
63551,Central,300,359,2023-11-20
63552,South,294,371,2023-10-14
63553,North,423,58,2023-01-14
63554,East,273,330,2023-06-27
63555,Central,174,258,2023-07-10
63556,West,446,393,2023-01-15
63557,South,197,169,2023-09-01
63558,South,337,320,2023-06-09
63559,West,469,210,2023-03-12
63560,Central,449,498,2023-10-07
63561,North,473,114,2023-10-11
63562,South,112,251,2023-01-05
63563,Central,279,363,2023-01-12
63564,South,191,313,2023-08-17
63565,South,408,436,2023-03-21
63566,West,345,360,2023-10-04
63567,Central,331,457,2023-04-28
63568,West,118,366,2023-07-09
63569,East,226,206,2023-12-20
63570,North,383,425,2023-04-11
63571,Central,333,463,2023-02-03
63572,East,187,231,2023-10-11
63573,Central,218,425,2023-12-04
63574,Central,337,482,2023-09-15
63575,Central,350,487,2023-02-28
63576,East,119,265,2023-01-20
63577,Central,458,418,2023-04-28
63578,West,426,308,2023-12-19
63579,West,382,460,2023-01-19
63580,South,477,136,2023-06-03
63581,Central,261,316,2023-01-01
63582,West,220,77,2023-06-07
63583,North,471,66,2023-10-07
63584,Central,343,113,2023-02-08
63585,North,144,48,2023-12-26
63586,North,110,270,2023-02-10
63587,Central,285,186,2023-02-04
63588,West,101,459,2023-06-06
63589,North,136,224,2023-12-27
63590,East,122,259,2023-05-13
63591,Central,260,105,2023-12-01
63592,East,168,499,2023-08-10
63593,North,272,155,2023-08-24
63594,North,446,342,2023-07-20
63595,West,488,22,2023-10-05
63596,North,102,129,2023-03-19
63597,South,224,393,2023-08-05
63598,South,233,213,2023-02-11
63599,North,140,114,2023-02-03
63600,South,246,385,2023-12-19
63601,Central,188,121,2023-05-25
63602,West,182,194,2023-12-08
63603,Central,230,294,2023-10-11
63604,East,118,238,2023-05-12
63605,South,406,162,2023-04-04
63606,Central,188,392,2023-05-11
63607,West,303,454,2023-11-19
63608,Central,145,374,2023-03-10
63609,West,356,251,2023-04-22
63610,North,149,467,2023-04-14
63611,South,288,246,2023-04-25
63612,West,347,458,2023-11-14
63613,South,359,440,2023-07-27
63614,West,195,149,2023-03-07
63615,South,202,15,2023-01-17
63616,Central,127,340,2023-03-08
63617,East,224,129,2023-08-23
63618,East,128,259,2023-10-27
63619,East,142,57,2023-05-12
63620,South,272,269,2023-09-12
63621,North,299,39,2023-01-08
63622,Central,219,93,2023-12-24
63623,East,269,201,2023-07-25
63624,North,454,212,2023-09-19
63625,Central,204,435,2023-05-01
63626,West,318,208,2023-01-16
63627,North,145,380,2023-05-13
63628,West,363,396,2023-07-20
63629,South,274,70,2023-08-25
63630,West,290,272,2023-12-28
63631,West,186,418,2023-01-11
63632,North,224,51,2023-07-24
63633,Central,308,317,2023-02-08
63634,East,272,184,2023-11-23
63635,South,492,486,2023-02-11
63636,South,359,146,2023-09-20
63637,East,242,229,2023-02-10
63638,East,431,302,2023-01-22
63639,East,498,123,2023-06-14
63640,Central,161,414,2023-11-25
63641,East,202,51,2023-04-22
63642,West,491,188,2023-02-03
63643,Central,228,15,2023-08-28
63644,Central,138,223,2023-01-05
63645,North,161,467,2023-01-19
63646,South,351,46,2023-12-10
63647,West,209,443,2023-09-18
63648,South,195,402,2023-10-07
63649,East,341,205,2023-07-20
63650,East,141,455,2023-11-08
63651,East,296,253,2023-12-24
63652,East,287,353,2023-12-14
63653,Central,134,349,2023-04-25
63654,Central,306,256,2023-11-20
63655,West,386,109,2023-08-23
63656,North,242,355,2023-09-16
63657,East,110,345,2023-02-13
63658,East,251,88,2023-01-16
63659,Central,256,36,2023-12-28
63660,South,129,334,2023-03-03
63661,South,280,412,2023-04-12
63662,North,178,433,2023-12-05
63663,North,486,313,2023-03-05
63664,North,189,218,2023-02-22
63665,South,163,324,2023-04-23
63666,Central,368,497,2023-02-17
63667,East,129,289,2023-06-11
63668,East,255,376,2023-12-19
63669,North,250,183,2023-03-05
63670,North,410,427,2023-08-20
63671,South,315,54,2023-07-27
63672,East,321,267,2023-01-19
63673,South,210,239,2023-06-01
63674,Central,331,286,2023-12-03
63675,East,398,158,2023-05-18
63676,North,184,500,2023-11-16
63677,West,372,258,2023-11-03
63678,South,313,150,2023-10-13
63679,East,372,312,2023-08-20
63680,West,186,263,2023-03-12
63681,East,122,335,2023-04-08
63682,East,184,234,2023-06-02
63683,East,457,451,2023-04-09
63684,East,114,179,2023-01-28
63685,Central,154,15,2023-04-28
63686,North,189,349,2023-09-25
63687,Central,254,132,2023-12-09
63688,West,357,496,2023-02-16
63689,West,428,227,2023-10-02
63690,East,428,273,2023-02-09
63691,East,492,219,2023-03-02
63692,East,169,135,2023-02-28
63693,North,169,283,2023-04-13
63694,East,231,352,2023-08-26
63695,Central,105,481,2023-08-15
63696,East,492,73,2023-03-01
63697,South,295,186,2023-11-19
63698,West,197,201,2023-08-15
63699,West,434,216,2023-12-01
63700,East,298,459,2023-05-08
63701,West,444,275,2023-05-05
63702,North,312,491,2023-06-09
63703,Central,430,177,2023-02-22
63704,North,318,269,2023-11-10
63705,West,199,371,2023-09-16
63706,Central,171,86,2023-02-16
63707,Central,329,380,2023-11-25
63708,North,431,97,2023-02-25
63709,Central,465,135,2023-08-01
63710,West,433,226,2023-11-16
63711,East,252,15,2023-07-19
63712,East,461,297,2023-09-08
63713,South,358,50,2023-02-24
63714,North,399,53,2023-04-14
63715,East,194,103,2023-08-28
63716,South,457,216,2023-02-16
63717,East,430,239,2023-12-03
63718,South,353,389,2023-04-16
63719,West,325,195,2023-07-28
63720,Central,287,457,2023-05-10
63721,North,244,293,2023-04-15
63722,West,416,74,2023-03-04
63723,East,127,398,2023-05-11
63724,Central,208,288,2023-10-20
63725,East,338,498,2023-07-09
63726,North,420,179,2023-10-01
63727,West,480,243,2023-03-12
63728,North,230,346,2023-07-13
63729,North,155,261,2023-06-14
63730,East,319,478,2023-09-07
63731,Central,222,42,2023-12-01
63732,Central,142,174,2023-02-14
63733,West,273,41,2023-01-14
63734,Central,425,296,2023-09-14
63735,Central,242,462,2023-05-13
63736,North,301,42,2023-12-19
63737,South,352,196,2023-03-07
63738,East,333,111,2023-05-06
63739,North,364,132,2023-05-15
63740,East,357,495,2023-10-11
63741,West,465,346,2023-11-25
63742,South,471,44,2023-04-07
63743,North,442,335,2023-04-15
63744,East,319,70,2023-10-15
63745,North,190,20,2023-09-14
63746,South,302,452,2023-06-17
63747,South,318,439,2023-05-03
63748,South,278,118,2023-02-02
63749,North,370,372,2023-02-04
63750,East,372,183,2023-11-06
63751,North,156,43,2023-12-28
63752,Central,370,403,2023-03-23
63753,Central,494,149,2023-06-03
63754,North,327,262,2023-06-22
63755,South,325,65,2023-05-13
63756,Central,170,273,2023-11-09
63757,Central,153,169,2023-04-14
63758,East,489,305,2023-06-24
63759,Central,347,189,2023-03-21
63760,South,378,187,2023-05-13
63761,East,481,182,2023-11-23
63762,East,156,398,2023-03-09
63763,South,172,391,2023-04-13
63764,North,470,227,2023-09-03
63765,North,468,447,2023-01-13
63766,South,396,492,2023-05-25
63767,Central,161,375,2023-04-18
63768,East,418,309,2023-08-27
63769,South,391,349,2023-03-22
63770,West,268,33,2023-12-01
63771,East,343,389,2023-11-12
63772,South,432,147,2023-10-13
63773,Central,311,239,2023-04-23
63774,South,493,498,2023-07-16
63775,East,103,202,2023-09-15
63776,South,478,19,2023-08-17
63777,Central,217,335,2023-10-02
63778,Central,137,428,2023-09-04
63779,Central,231,351,2023-05-18
63780,East,340,83,2023-12-01
63781,East,462,85,2023-04-11
63782,East,188,457,2023-07-01
63783,West,230,255,2023-06-09
63784,North,397,171,2023-08-01
63785,Central,282,108,2023-01-11
63786,North,493,62,2023-05-13
63787,East,439,307,2023-01-23
63788,Central,278,58,2023-09-27
63789,North,355,336,2023-12-16
63790,North,115,89,2023-11-12
63791,North,307,347,2023-04-20
63792,South,396,93,2023-05-25
63793,East,414,280,2023-11-22
63794,Central,472,194,2023-02-05
63795,North,272,26,2023-04-10
63796,East,444,134,2023-07-26
63797,East,400,146,2023-03-07
63798,West,171,422,2023-01-21
63799,North,238,231,2023-11-08
63800,South,474,174,2023-04-01
63801,Central,372,309,2023-07-06
63802,South,240,66,2023-07-26
63803,East,364,138,2023-12-01
63804,North,300,489,2023-05-03
63805,North,289,166,2023-03-16
63806,Central,246,162,2023-08-09
63807,South,288,84,2023-09-22
63808,West,494,279,2023-12-24
63809,Central,340,345,2023-04-02
63810,Central,160,486,2023-04-19
63811,Central,447,437,2023-04-17
63812,East,440,437,2023-04-08
63813,South,266,199,2023-10-18
63814,North,112,307,2023-09-24
63815,East,369,112,2023-07-23
63816,North,470,219,2023-01-15
63817,North,140,298,2023-07-25
63818,Central,363,435,2023-08-05
63819,West,101,496,2023-04-05
63820,East,349,245,2023-09-10
63821,North,348,209,2023-11-03
63822,East,161,314,2023-09-15
63823,East,162,200,2023-06-21
63824,Central,119,59,2023-08-17
63825,East,446,331,2023-10-27
63826,North,212,250,2023-02-06
63827,Central,381,357,2023-01-10
63828,East,289,438,2023-05-12
63829,South,269,66,2023-01-08
63830,South,338,133,2023-04-22
63831,West,450,228,2023-04-06
63832,West,176,143,2023-08-15
63833,South,389,466,2023-10-28
63834,North,486,240,2023-06-23
63835,South,491,366,2023-08-07
63836,East,244,166,2023-05-01
63837,South,221,232,2023-11-18
63838,East,345,392,2023-07-06
63839,West,210,264,2023-06-21
63840,South,125,445,2023-04-28
63841,East,182,27,2023-10-19
63842,West,467,87,2023-02-17
63843,North,467,38,2023-03-05
63844,South,245,184,2023-01-11
63845,West,321,187,2023-08-14
63846,Central,240,475,2023-05-03
63847,West,300,195,2023-07-27
63848,East,374,476,2023-02-26
63849,Central,159,497,2023-02-24
63850,Central,384,482,2023-01-05
63851,East,413,144,2023-08-12
63852,West,106,220,2023-05-17
63853,East,445,381,2023-12-02
63854,West,195,405,2023-03-09
63855,West,375,425,2023-04-14
63856,South,387,409,2023-01-14
63857,North,422,322,2023-08-28
63858,East,464,487,2023-09-12
63859,East,405,239,2023-03-19
63860,South,204,423,2023-03-01
63861,West,494,24,2023-10-24
63862,Central,496,244,2023-04-10
63863,North,398,396,2023-11-27
63864,Central,234,71,2023-01-21
63865,West,450,115,2023-12-01
63866,West,353,118,2023-11-13
63867,South,154,86,2023-09-24
63868,East,474,395,2023-04-23
63869,East,265,228,2023-09-14
63870,West,476,380,2023-04-27
63871,South,276,430,2023-06-19
63872,North,296,164,2023-04-22
63873,South,331,355,2023-07-20
63874,Central,353,114,2023-05-19
63875,North,311,202,2023-01-10
63876,West,296,14,2023-05-14
63877,Central,492,279,2023-03-20
63878,Central,479,111,2023-05-28
63879,West,276,389,2023-08-15
63880,East,338,256,2023-03-25
63881,Central,411,279,2023-01-06
63882,West,471,261,2023-11-11
63883,West,254,220,2023-11-10
63884,North,102,160,2023-05-20
63885,North,237,104,2023-07-02
63886,West,340,244,2023-04-26
63887,East,145,415,2023-11-15
63888,Central,459,489,2023-10-28
63889,Central,321,208,2023-06-09
63890,North,466,364,2023-04-20
63891,South,275,303,2023-12-24
63892,North,118,62,2023-02-11
63893,West,453,414,2023-03-02
63894,West,462,88,2023-08-22
63895,South,111,188,2023-11-17
63896,South,469,344,2023-03-20
63897,South,192,296,2023-06-22
63898,North,316,461,2023-02-13
63899,South,201,416,2023-04-04
63900,Central,122,253,2023-07-06
63901,South,239,171,2023-01-26
63902,South,400,486,2023-09-27
63903,South,397,35,2023-05-08
63904,Central,336,275,2023-02-23
63905,South,464,424,2023-08-11
63906,North,200,305,2023-09-04
63907,North,250,298,2023-07-23
63908,North,218,95,2023-09-21
63909,Central,318,194,2023-09-02
63910,East,285,360,2023-11-06
63911,West,101,98,2023-09-11
63912,East,250,121,2023-01-25
63913,West,444,423,2023-11-15
63914,South,454,419,2023-04-19
63915,Central,349,320,2023-07-11
63916,North,189,260,2023-01-15
63917,North,333,162,2023-08-06
63918,East,344,410,2023-07-06
63919,West,447,205,2023-11-27
63920,West,326,24,2023-09-23
63921,East,499,477,2023-03-15
63922,West,499,371,2023-06-17
63923,East,445,373,2023-04-17
63924,North,100,130,2023-02-16
63925,East,254,173,2023-01-27
63926,South,310,462,2023-04-17
63927,West,336,446,2023-01-26
63928,North,435,63,2023-11-15
63929,Central,433,30,2023-09-06
63930,North,293,405,2023-09-11
63931,West,281,352,2023-01-21
63932,West,326,349,2023-10-22
63933,West,232,436,2023-10-18
63934,Central,307,73,2023-05-06
63935,Central,235,264,2023-02-18
63936,East,352,111,2023-04-11
63937,North,446,464,2023-10-09
63938,South,357,450,2023-11-02
63939,Central,268,360,2023-12-23
63940,Central,140,341,2023-07-07
63941,North,152,456,2023-09-21
63942,Central,158,339,2023-08-14
63943,South,422,147,2023-04-21
63944,West,414,186,2023-02-06
63945,East,416,375,2023-03-08
63946,Central,397,39,2023-02-12
63947,North,221,388,2023-05-23
63948,South,417,226,2023-01-12
63949,Central,345,212,2023-03-21
63950,North,101,238,2023-01-12
63951,West,330,446,2023-09-12
63952,West,427,145,2023-12-02
63953,Central,439,322,2023-01-27
63954,South,212,241,2023-09-22
63955,West,375,36,2023-09-24
63956,West,101,207,2023-08-10
63957,North,291,342,2023-11-20
63958,South,411,359,2023-06-17
63959,Central,318,416,2023-10-15
63960,West,187,484,2023-05-08
63961,West,167,277,2023-05-02
63962,North,419,435,2023-06-25
63963,West,387,384,2023-12-25
63964,East,361,365,2023-05-23
63965,East,165,60,2023-08-16
63966,West,417,400,2023-03-10
63967,South,127,268,2023-03-06
63968,East,344,456,2023-09-24
63969,South,275,180,2023-11-22
63970,South,491,333,2023-07-28
63971,South,166,39,2023-07-24
63972,South,303,424,2023-08-16
63973,East,253,351,2023-03-21
63974,Central,191,46,2023-04-23
63975,West,447,214,2023-07-24
63976,Central,182,322,2023-08-06
63977,Central,235,361,2023-11-09
63978,North,394,358,2023-02-12
63979,Central,168,61,2023-09-26
63980,West,121,61,2023-11-12
63981,West,120,133,2023-06-16
63982,West,280,328,2023-01-14
63983,West,148,404,2023-08-01
63984,Central,317,294,2023-01-17
63985,West,409,46,2023-11-07
63986,East,147,25,2023-11-09
63987,East,245,56,2023-03-12
63988,Central,368,83,2023-07-05
63989,North,285,490,2023-04-17
63990,East,119,425,2023-07-09
63991,South,233,19,2023-07-13
63992,East,202,250,2023-11-09
63993,North,424,111,2023-01-03
63994,North,309,79,2023-02-11
63995,East,400,93,2023-04-25
63996,East,130,424,2023-05-24
63997,South,242,44,2023-02-19
63998,North,412,428,2023-02-08
63999,Central,113,150,2023-04-24
64000,South,147,492,2023-08-11
64001,North,138,338,2023-01-20
64002,South,327,29,2023-12-26
64003,East,223,184,2023-01-03
64004,South,428,189,2023-06-08
64005,North,211,326,2023-03-02
64006,East,234,145,2023-08-11
64007,North,391,289,2023-10-09
64008,East,418,449,2023-10-11
64009,West,385,328,2023-01-22
64010,Central,220,12,2023-09-23
64011,Central,269,319,2023-12-28
64012,West,126,154,2023-04-14
64013,South,366,386,2023-11-28
64014,Central,124,278,2023-08-27
64015,South,307,370,2023-05-01
64016,North,414,103,2023-08-21
64017,East,225,176,2023-09-04
64018,North,441,295,2023-01-09
64019,Central,132,142,2023-09-28
64020,Central,255,99,2023-01-18
64021,South,234,330,2023-02-22
64022,East,239,381,2023-03-15
64023,West,102,78,2023-08-22
64024,West,447,499,2023-01-26
64025,West,285,96,2023-08-03
64026,East,487,387,2023-06-04
64027,South,183,11,2023-02-04
64028,Central,295,291,2023-12-22
64029,East,324,175,2023-05-19
64030,North,180,374,2023-08-11
64031,South,354,269,2023-05-04
64032,East,324,373,2023-09-19
64033,Central,221,223,2023-03-14
64034,West,262,116,2023-05-17
64035,South,167,250,2023-08-25
64036,West,168,116,2023-06-12
64037,Central,239,478,2023-07-19
64038,South,308,267,2023-12-13
64039,West,305,29,2023-10-18
64040,South,401,232,2023-03-10
64041,South,482,354,2023-03-05
64042,East,128,348,2023-10-22
64043,South,255,348,2023-08-27
64044,South,293,46,2023-10-19
64045,North,371,477,2023-08-23
64046,North,168,333,2023-10-20
64047,West,143,321,2023-10-13
64048,South,491,17,2023-12-09
64049,Central,112,153,2023-07-02
64050,Central,394,97,2023-07-26
64051,West,367,456,2023-11-03
64052,Central,137,364,2023-06-14
64053,North,326,481,2023-07-06
64054,North,163,129,2023-10-15
64055,Central,200,41,2023-02-01
64056,West,428,353,2023-07-08
64057,Central,220,322,2023-05-14
64058,South,470,208,2023-07-26
64059,Central,459,479,2023-01-23
64060,South,255,181,2023-10-25
64061,East,120,488,2023-02-20
64062,West,361,245,2023-07-22
64063,North,407,289,2023-11-23
64064,East,181,435,2023-10-11
64065,West,261,25,2023-06-28
64066,East,298,188,2023-01-25
64067,West,123,462,2023-05-27
64068,West,373,209,2023-10-21
64069,Central,462,476,2023-12-13
64070,Central,452,228,2023-02-25
64071,South,126,194,2023-07-04
64072,South,411,426,2023-11-04
64073,South,336,384,2023-08-28
64074,North,412,231,2023-06-04
64075,North,333,206,2023-02-09
64076,South,360,86,2023-07-22
64077,West,463,334,2023-10-26
64078,West,500,118,2023-08-21
64079,Central,396,188,2023-06-11
64080,North,437,243,2023-02-02
64081,East,471,296,2023-11-06
64082,West,479,257,2023-02-02
64083,West,430,297,2023-02-24
64084,South,410,275,2023-01-08
64085,North,279,434,2023-06-12
64086,North,225,51,2023-10-16
64087,West,169,472,2023-12-11
64088,West,260,387,2023-01-24
64089,West,144,200,2023-10-09
64090,West,444,381,2023-03-04
64091,South,122,335,2023-02-26
64092,North,364,171,2023-12-05
64093,South,352,440,2023-03-27
64094,East,435,135,2023-07-14
64095,North,394,60,2023-03-20
64096,North,332,479,2023-08-03
64097,South,474,63,2023-12-08
64098,South,255,276,2023-09-23
64099,East,114,316,2023-09-19
64100,North,260,28,2023-11-19
64101,East,285,427,2023-03-09
64102,West,466,443,2023-05-22
64103,South,449,443,2023-02-10
64104,South,382,450,2023-08-21
64105,North,300,208,2023-01-18
64106,Central,385,251,2023-08-13
64107,North,140,214,2023-11-10
64108,East,309,403,2023-03-17
64109,West,432,136,2023-05-15
64110,Central,229,243,2023-06-25
64111,Central,202,419,2023-08-02
64112,West,159,297,2023-07-09
64113,South,307,101,2023-01-28
64114,West,158,380,2023-10-18
64115,South,206,207,2023-05-18
64116,Central,418,420,2023-12-27
64117,West,268,91,2023-08-12
64118,North,336,64,2023-10-02
64119,South,381,280,2023-01-21
64120,East,293,386,2023-07-09
64121,Central,258,303,2023-04-19
64122,South,100,175,2023-06-04
64123,West,219,316,2023-10-25
64124,East,352,347,2023-02-24
64125,West,279,438,2023-01-08
64126,Central,281,332,2023-11-06
64127,South,237,380,2023-08-16
64128,East,171,299,2023-09-11
64129,South,310,78,2023-03-18
64130,West,319,300,2023-06-06
64131,South,422,341,2023-03-15
64132,South,217,491,2023-12-28
64133,West,140,272,2023-03-24
64134,East,165,14,2023-06-08
64135,South,442,35,2023-12-27
64136,Central,484,289,2023-03-22
64137,East,173,220,2023-12-19
64138,East,162,78,2023-04-14
64139,North,375,282,2023-12-05
64140,Central,280,182,2023-12-13
64141,South,444,293,2023-10-01
64142,East,144,265,2023-09-17
64143,East,235,235,2023-07-13
64144,West,416,181,2023-03-03
64145,Central,135,54,2023-10-02
64146,East,365,471,2023-11-04
64147,South,398,498,2023-10-01
64148,West,404,309,2023-02-13
64149,East,429,311,2023-03-03
64150,East,325,118,2023-10-18
64151,South,361,183,2023-06-24
64152,East,292,256,2023-02-12
64153,Central,449,443,2023-08-05
64154,West,217,226,2023-11-19
64155,North,135,281,2023-12-27
64156,East,373,273,2023-11-12
64157,Central,181,392,2023-08-12
64158,East,344,26,2023-06-20
64159,Central,251,288,2023-02-06
64160,East,466,23,2023-01-17
64161,South,256,307,2023-07-04
64162,Central,392,189,2023-04-16
64163,South,427,124,2023-06-01
64164,North,488,431,2023-12-27
64165,Central,363,41,2023-07-09
64166,North,352,370,2023-01-09
64167,South,215,158,2023-08-04
64168,North,220,103,2023-01-02
64169,West,432,34,2023-12-02
64170,Central,425,228,2023-01-06
64171,Central,146,359,2023-06-26
64172,Central,140,489,2023-07-09
64173,West,467,67,2023-10-19
64174,West,106,213,2023-04-02
64175,West,457,54,2023-04-19
64176,West,499,307,2023-02-03
64177,East,361,224,2023-10-10
64178,East,109,394,2023-10-28
64179,South,318,280,2023-03-02
64180,East,278,380,2023-04-07
64181,Central,419,168,2023-08-02
64182,West,500,76,2023-07-04
64183,North,108,286,2023-09-01
64184,West,293,301,2023-05-14
64185,North,396,13,2023-09-25
64186,North,478,210,2023-11-14
64187,South,355,198,2023-07-04
64188,East,184,167,2023-03-25
64189,East,317,255,2023-04-21
64190,South,277,127,2023-05-28
64191,West,315,314,2023-07-06
64192,North,261,496,2023-06-01
64193,East,140,194,2023-09-11
64194,North,398,111,2023-06-22
64195,West,153,440,2023-01-05
64196,West,334,132,2023-12-26
64197,West,322,44,2023-10-08
64198,North,145,290,2023-12-17
64199,North,480,253,2023-03-28
64200,Central,303,344,2023-05-14
64201,South,133,87,2023-09-23
64202,Central,129,283,2023-06-09
64203,West,353,187,2023-04-02
64204,South,405,381,2023-06-16
64205,Central,114,127,2023-09-08
64206,East,147,137,2023-10-13
64207,West,413,309,2023-02-10
64208,Central,458,348,2023-05-10
64209,West,493,256,2023-09-09
64210,West,333,421,2023-02-04
64211,West,490,240,2023-01-04
64212,North,124,415,2023-10-15
64213,West,346,132,2023-09-17
64214,North,443,50,2023-01-04
64215,South,181,278,2023-05-12
64216,South,497,393,2023-09-16
64217,South,102,494,2023-01-09
64218,Central,357,273,2023-10-27
64219,Central,359,227,2023-11-28
64220,Central,194,22,2023-04-18
64221,South,397,106,2023-03-20
64222,Central,467,176,2023-04-10
64223,West,266,27,2023-04-07
64224,South,212,296,2023-04-18
64225,South,454,80,2023-08-15
